sample,model,response_time,transcription,accuracy
472a790a-2c67-40d7-91d8-40681813c2e2.wav,fal,1.09,SJC404,0.0
472a790a-2c67-40d7-91d8-40681813c2e2.wav,speechmatics,0.0,,0.0
472a790a-2c67-40d7-91d8-40681813c2e2.wav,openai-gpt-4o-transcribe,0.62,STC404.,0.0
472a790a-2c67-40d7-91d8-40681813c2e2.wav,latice,0.37,...SZC-404.,0.0
,,,,
47b8fd35-9da6-4445-8143-9626549e80a2.wav,deepgram-nova-3,0.21,"PEV, kuusi 000-kaksituhatta",0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,gladia,0.99,PEV 680,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,google-latest_long,2.99,pev 690,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,groq-whisper-large-v3,0.31, PEV 6100,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,groq-whisper-large-v3-turbo,0.23, PEV 680,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,elevenlabs,0.56,PEB kuus yheksän nolla.,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,fal,1.1,PEV 6100,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,speechmatics,0.0,,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,openai-gpt-4o-transcribe,0.87,Pee ee pee kuusi jätän nolla.,0.0
47b8fd35-9da6-4445-8143-9626549e80a2.wav,latice,0.37,BEWG-680,0.0
,,,,
481ea475-2468-4edc-bbed-db51e66f198b.wav,deepgram-nova-3,1.22,Jarruneste.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,gladia,0.89,jarruneste.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,google-latest_long,0.52,jarruneste,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,groq-whisper-large-v3,0.31, Jarrunästä.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,groq-whisper-large-v3-turbo,0.38, Jarrunäste,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,elevenlabs,0.49,Jarruneste.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,fal,0.82,jarrunästä.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,speechmatics,0.0,,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,openai-gpt-4o-transcribe,0.65,Jarruneste.,0.0
481ea475-2468-4edc-bbed-db51e66f198b.wav,latice,0.37,Jarruneste,0.0
,,,,
487f31b8-4649-4b41-9241-0a42da28e668.wav,deepgram-nova-3,0.72,,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,gladia,1.0,Arvitsetko sinulla auton vaihteistoimintaa? Ei tarvitse.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,google-latest_long,0.94,tarvitseekohan sun auto vaihteisto ei tarvi,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,groq-whisper-large-v3,0.37, Varoitko sinä vielä sinun auton vaihteistoimintaa? Ei tarvitse.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,groq-whisper-large-v3-turbo,0.26, Arvoitko sinulla auton vaihteista? Ei tarvi.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,elevenlabs,0.7,(puheensorinaa) Tarvitseeko sun auto vaihtaa tuolta? Ei tarvi.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,fal,0.97,-Avetko sinä vielä sinun auton vaihteistoimintaa? -Ei tarvi.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,speechmatics,0.0,,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,openai-gpt-4o-transcribe,1.28,Ei tarvi.,0.0
487f31b8-4649-4b41-9241-0a42da28e668.wav,latice,0.52,"Mä arvon itseäni, kun asuin auton vaihteeseen työajattuneena. – Ei tarvii.",0.0
,,,,
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,deepgram-nova-3,0.87,"Mikäs sun nimi onkaan? Noora Laakso. Noora kahdella o:lla. Ei Noora Laakso. Joo, Noora kahdella o:lla. Juu, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,gladia,1.32,"Mikäs sun nimi onkaan? Noora Laakso. Noora kahdella Olla. Eli Noora Laakso. Joo, Noora kahdella Olla. Joo, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,google-latest_long,1.35,Mikäs sun nimi onkaan? hella Noora Laakso Joo Noora kahdella o:lla juu hyvä,0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,groq-whisper-large-v3,0.47," Mikäs sun nimi onkaan? Noora Laakso. Noora kahdella Olla. Eli Noora Laakso. Joo, Noora kahdella Olla. Joo, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,groq-whisper-large-v3-turbo,0.42," Mikäs sun nimi onka? Noora Laakso. Noora kahella oolla. Eli Noora Laakso. Joo, Noora kahella oolla. Joo, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,elevenlabs,1.05,"Mikäs sun nimi onkaa? Noora Laakso. Noora kahdella oolla. Eli, Noora Laakso. Joo, Noora kahdella oolla. Juu, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,fal,1.46,"Mikäs sun nimi onkaan? Noora Laakso. Noora kahdella Olla. Noora Laakso. Joo, Noora kahdella Olla. Joo, hyvä.",0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,speechmatics,0.0,,0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,openai-gpt-4o-transcribe,1.53,Mikäs sun nimi onkaan? Noora Laakso.,0.0
48fa3df1-2cb4-4840-acd1-a5f0b02bd3aa.wav,latice,0.71,"Mikäs sun nimi onkaan?].Noora Laakso... Noora Kahjalla-Olla.ÿÿNoora Laakso. Joo, Noora Kahjalla-Olla. Juu, hyvä.",0.0
,,,,
4952c906-c6c7-4299-af33-011c515af098.wav,deepgram-nova-3,2.62,"CZR kuusikymmentäneljäkaksi, CZR-risto kuusikymmentäneljäkaksi",0.0
4952c906-c6c7-4299-af33-011c515af098.wav,gladia,1.15,"CZR 602, Celsius, Zorro, Risto 602.",0.0
4952c906-c6c7-4299-af33-011c515af098.wav,google-latest_long,1.25,CZ r602 Celsius Zorro Risto 602,0.0
4952c906-c6c7-4299-af33-011c515af098.wav,groq-whisper-large-v3,0.33," CZR 602, Celsius, Zorro, Risto 602",0.0
4952c906-c6c7-4299-af33-011c515af098.wav,groq-whisper-large-v3-turbo,0.28," CZR602, CZR602.",0.0
4952c906-c6c7-4299-af33-011c515af098.wav,elevenlabs,0.66,CZR602. Celsius Zorro Risto kuus nolla kaks.,0.0
4952c906-c6c7-4299-af33-011c515af098.wav,fal,1.19,CZR 602 Celsius Zorro Risto 602,0.0
4952c906-c6c7-4299-af33-011c515af098.wav,speechmatics,0.0,,0.0
4952c906-c6c7-4299-af33-011c515af098.wav,openai-gpt-4o-transcribe,0.77,C602 Celsius Zorro Risto 602.,0.0
4952c906-c6c7-4299-af33-011c515af098.wav,latice,0.46,"CZR-602, Celsius Jorro Risto 602",0.0
,,,,
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,deepgram-nova-3,1.03,Ekstrazorro Yrjö yhdeksäntuhatta yhdeksänsataayhdeksänkymmentäneljä,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,gladia,0.96,Extra Zorro Yrjö 914,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,google-latest_long,0.9,extra Zorro Yrjö 914,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,groq-whisper-large-v3,0.36, Extra Zorro Yrjö 914,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,groq-whisper-large-v3-turbo,0.39, Extra Zorro Yrjö 914,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,elevenlabs,0.59,Extra Zorro Yrjö 914.,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,fal,1.16,Extra Zorro Yrjö 914,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,speechmatics,0.0,,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,openai-gpt-4o-transcribe,1.05,Ekstra Zorro Yrjö yhdeksän yksi neljä.,0.0
49df4796-b4b8-4a08-9da9-6f259efdf824.wav,latice,0.43,Extra Zorro Yrjö914,0.0
,,,,
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,deepgram-nova-3,1.22,HLM-yhdeksänkymmentäkahdeksankolme,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,gladia,1.22,HLM 983.,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,google-latest_long,0.66,hlm983,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,groq-whisper-large-v3,0.35, HLM 983.,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,groq-whisper-large-v3-turbo,0.45, HLM983,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,elevenlabs,0.77,HLM 983.,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,fal,1.24,HLM 983.,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,speechmatics,0.0,,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,openai-gpt-4o-transcribe,0.72,HLM 983.,0.0
4a2d2eff-43aa-41ff-a249-44f886371c43.wav,latice,0.41,HLM-983,0.0
,,,,
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,deepgram-nova-3,2.81,Kuu tuplavetset yksi nolla,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,gladia,1.37,QW-chat 100,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,google-latest_long,0.51,QP Z 10,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,groq-whisper-large-v3,0.33, QWChat 100,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,groq-whisper-large-v3-turbo,0.23, QWJ100,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,elevenlabs,0.51,QWZ 100.,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,fal,1.08,QWChat100,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,speechmatics,0.0,,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,openai-gpt-4o-transcribe,0.62,QWchat 1.0.,0.0
4a87d9d7-83a9-4d44-b33e-09fb9ab4e09c.wav,latice,0.35,KWZ-100,0.0
,,,,
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,deepgram-nova-3,4.32,"Mikäs sun nimi onkaan? Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,gladia,1.26,"Mikäs sun nimi onkaan? Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,google-latest_long,1.24,"Mikäs sun nimi onkaan Sanna korh? Onen mä sain ylös, et Sanna Korhonen joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,groq-whisper-large-v3,0.54," Mikäs sun nimi onkaan? Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,groq-whisper-large-v3-turbo,0.36," Mikäs sun nimi onkaan? Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,elevenlabs,0.9,"Mikäs sun nimi onkaa? (khmm, khmm) Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,fal,1.29,"Mikäs sun nimi onkaan? Sanna Korhonen. Mä sain ylös, että Sanna Korhonen. Joo.",0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,speechmatics,0.0,,0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,openai-gpt-4o-transcribe,1.01,Mikäs sun nimi onkaan? Sanna Korhonen.,0.0
4aad59bc-9deb-41fe-b604-1222a48be2f8.wav,latice,0.57,"Mikäs sun nimi onkaan? – Sanna Korhonen. – Mä sain ylös, että Sanna Korhonen. – Joo.",0.0
,,,,
4accc16f-8bf2-424c-8652-4b24e3299788.wav,deepgram-nova-3,0.87,,0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,gladia,1.71,"Olisiko huolta mahdollista keskiviikon 13.2. kello kyllä ja kolme? Joo, joo. No ei itseasiassa se sovi. Okei, mitäs toi torstai 14.2. kello kyllä ja kolme? Joo, no otetaanpa.",0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,google-latest_long,3.05,Olisko huolta mahdollista keskiviikolla 13.2. KL 1030 Juu no ei ei itseasiassa seisoo. Okei mitäs toi torstai 14.2. Kello 103 joo. No otetaan vaan.,0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,groq-whisper-large-v3,0.46," Olisiko huolta mahdollista keskiviikon 13.2. kylä ja kahdeksi? Joo, joo. No ei itseasiassa se sovi. Okei, mitäs toi torstai 14.2. kylä ja kahdeksi? Joo, no otetaanpa.",0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,groq-whisper-large-v3-turbo,0.6," Olisiko huolta mahdollista keskiviikana 13.8. kello pyöräjää? Joo, ei itseasiassa. Se ei sovitse. Okei, mitäs tuo torstai 14.8. kello pyöräjää? Joo, no otetaanpaa.",0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,elevenlabs,3.59,"Oisiko huomenna mahdollisesti keskiviikkona kolmastoista kahdetta kello yhen kolme? Juu. No ei, ei itse asiassa, se ei sovi. Okei, mitäs toi torstai neljätoista kahdetta kello yhen kolme? Joo, no otetaan vaan. (kovaa melua ja huhuhetua)",0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,fal,1.65,"Olisiko huolta mahdollista keskiviikon 13.2. kylä ja 30. Joo, joo. No ei itseasiassa se sovi. Okei, mitäs toi torstai 14.2. kylä ja 30. Joo, no otetaanpa.",0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,speechmatics,0.0,,0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,openai-gpt-4o-transcribe,1.35,Olisiko huomenna mahdollista keskittyä kolmasta?,0.0
4accc16f-8bf2-424c-8652-4b24e3299788.wav,latice,0.97,"Olisiko huokanmaa valmistuessa keskin viikolla 13.2. kyllä ja noin? Jouluu, no ei itseasiassa, se ei säilytä. Okei, mitäs toi torstai... 14.2. kyllä, kyllä ja noin. Joo, no, otetaanpaan.",0.0
,,,,
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,deepgram-nova-3,1.05,Mikä sun nimi on? Vilhelmiina Korpela. Vilhelmiina Korpela? Joo.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,gladia,1.24,Mikä sun nimi on? Vilhelmina Korpela. Vilhelmina Korpela. Joo.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,google-latest_long,0.97,Mikä sun nimi on? Vilhelmiina Korpela,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,groq-whisper-large-v3,0.38, Mikä sun nimi on? Wilhelmina Korpela. Wilhelmina Korpela.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,groq-whisper-large-v3-turbo,0.3, Mikä sun nimi on? Wilhelmina Korpela. Wilhelmina Korpela. Joo.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,elevenlabs,0.79,Mikä sun nimi on? Wilhelmiina Korpela. Wilhelmiina Korpela. Joo.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,fal,1.47,Mikä sun nimi on? Wilhelmina Korpela. Wilhelmina Korpela. Joo.,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,speechmatics,0.0,,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,openai-gpt-4o-transcribe,0.98,Mikä sun nimi on?,0.0
4ae2c8db-de66-412a-bfe8-c5acb1ce9b86.wav,latice,0.54,Mikä sun nimi on?OSSTALKWilhelmina Korpela.!!]Wilhelmina Korpela.,0.0
,,,,
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,deepgram-nova-3,1.04,Katotaan samalla noi jarrulevyjen paksuudet niissä alkaa olee kyl kulumaa näissä kilometreissä,0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,gladia,1.29,"Katsotaan samalla nuo jarrulevyjen paksuudet, niin se alkaa olemaan kyllä kulmaa näissä kilometreissä.",0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,google-latest_long,1.43,Katsotaan samalla noi jarrulevyjen paksuudet niissä alkaa olea kyllä kulumaan näissä kilometreissä.,0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,groq-whisper-large-v3,0.29," Katsotaan samalla noin jarrulevyjen paksuudet, niin se alkaa kyllä kulumaan näissä kilometreissä.",0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,groq-whisper-large-v3-turbo,0.41, Katsotaan samalla nuo jarrulevyjen paksuudet. Niissä alkaa olemaan kulmaa näissä kilometreissä.,0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,elevenlabs,0.8,Katotaan samalla noi jarrulevyjen paksuudet. Niissä alkaa olee kyl kulumaan näis kilometreissä.,0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,fal,1.29,"Katsotaan samalla nuo jarrulevyjen paksuudet, niin se alkaa kyllä kulumaan näissä kilometreissä.",0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,speechmatics,0.0,,0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,openai-gpt-4o-transcribe,0.99,"Katotaan samalla noi jarrulevyjen paksuudet, niissä alkaa oleen kyllä kulumaa näissä kilometreissä.",0.0
4b5b16d0-b522-465d-8b29-fd5ea2d89a48.wav,latice,0.58,"Katsotaan samalla nuo jarrulevyjen paksuudet, niin se alkaa olemaan kyllä kulmaa näissä kilometreissä.",0.0
,,,,
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,deepgram-nova-3,1.52,Mikäs sinun sähköpostiosoitteesi oli? Se oli sellainen kuin mike. Lanehotmail piste com Oliko se mike. Leinehotmail piste com? Joo kyllä.,0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,gladia,1.41,"Mikäs sinun sähköpostiosoitteesi oli? Joo, se oli semmonen kuin Mike.lane at hotmail.com Oliko se Mike.lane at hotmail.com? Joo, kyllä.",0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,google-latest_long,2.43,Mikäs sinun sähköpostiosoitteesi oli? Joo se oli semmonen ku mike.lane@ hotmail.com. Oliko se minkä pisteen.com Joo kyllä?,0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,groq-whisper-large-v3,0.5," Mikäs sinun sähköpostiosoitteesi oli? Joo, se oli semmoinen kuin mike.laneathotmail.com Oliko se mike.laneathotmail.com? Joo, kyllä.",0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,groq-whisper-large-v3-turbo,0.69," Mikä sinun sähköpostiosoitteesi oli? Joo, se oli semmonen kuin mike.lane.at.hotmail.com Oliko se mike.lane.at.hotmail.com? Joo, kyllä.",0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,elevenlabs,1.13,"Mikäs sinun sähköpostiosoitteesi oli? Joo, se oli semmonen ku mike piste lane hotmail piste com. Oliko se? mike piste lane hotmail piste com? Joo kyllä. (kohinaa)",0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,fal,1.53,"Mikäs sinun sähköpostiosoitteesi oli? Joo, se oli semmonen kuin Mike.lane@hotmail.com. Oliko se Mike.lane@hotmail.com? Joo, kyllä.",0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,speechmatics,0.0,,0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,openai-gpt-4o-transcribe,1.3,Mikäs sinun sähköpostiosoitteesi oli?,0.0
4bf99244-db9c-465c-b649-d9fc1f5274cf.wav,latice,0.77,"Mikäs sinun sähköpostiosoitteesi oli? Joo, se oli semmoinen kuin mike.laneathotmail.com. Oliko se mike.laneathotmail.com? Joo, kyllä.",0.0
,,,,
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,deepgram-nova-3,4.06,"X niinku extra, Z niinku zorro, Y niinku Yrjö yhdeksän, yksi, neljä",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,gladia,1.19,"X niin kuin extra, Z niin kuin zorro, Y niin kuin yrjö, 914.",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,google-latest_long,1.06,x niinku extra Z niinku Zorro y niinku Yrjö 914,0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,groq-whisper-large-v3,0.29," x kuten extra, z kuten zorro, y kuten yrjö, yhdeksän yks neljä.",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,groq-whisper-large-v3-turbo,0.38," x niin kuin ekstra, z niin kuin czorro, y niin kuin yrjö, yhdeksän yks neljä.",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,elevenlabs,0.73,"X niinku extra, Z niinku Zorro, Y niinku Yrjö yheksän yks neljä.",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,fal,1.23,x = extra z = zorro y = yrjö 914,0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,speechmatics,0.0,,0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,openai-gpt-4o-transcribe,1.04,"X niin kuin ekstra, Z niin kuin Zorro, Y niin kuin Yrjö, yhdeksän yksi neljä.",0.0
4db179e1-bc7c-4107-ace2-92ac1d970c36.wav,latice,0.51,"X niinkuin Extra, Z niinkuin Zorro, Y niinkuin Yrjö914",0.0
,,,,
4def8c6c-453e-42f7-a816-4565c64366e9.wav,deepgram-nova-3,0.81,K niinku kesädia X niinku extra Z niinku Zorro seitsemän seitsemän kuusi,0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,gladia,1.26,"Q niin kuin kesädiia, X niin kuin ekstra, Z niin kuin zorro, 776.",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,google-latest_long,1.47,kuu niinku kesädiin ja x niinku Xtra se niinku Zorro 776,0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,groq-whisper-large-v3,0.41," Q niin kuin kesädiia, X niin kuin ekstra, Z niin kuin zorro, 776.",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,groq-whisper-large-v3-turbo,0.29," Q kesadiah, X extra, Z Zorro 776",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,elevenlabs,0.83,"Q niinku quesadilla. X niinku extra, z niinku Zorro, seittemän seittemän kuus.",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,fal,1.26,"Q = kesädiia, X = extra, Z = tzorro, 776",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,speechmatics,0.0,,0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,openai-gpt-4o-transcribe,1.43,"K niin kuin quesadilla, X niin kuin extra, Z niin kuin zorro, 776.",0.0
4def8c6c-453e-42f7-a816-4565c64366e9.wav,latice,0.51,"G niinkuin Kesädiia, X niinkuin Extra, Z niinkuin Zorro, 776",0.0
,,,,
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,deepgram-nova-3,1.24,"Saisinko sinun autosi kilometrin määrän? Joo, viisikymmentäkaksi nolla.",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,gladia,1.17,"Saisinko sinun autosi kilometrin äänen? Joo, 52 000.",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,google-latest_long,1.24,Saisinko sinun autosi kilometrimäärät Joo 52 000.,0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,groq-whisper-large-v3,0.38," Saisinko sinun autosi kilometrin äänen? Joo, 52 000.",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,groq-whisper-large-v3-turbo,0.43," Saisinko sinun autosi kilometrin määrän? Joo, 52 000.",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,elevenlabs,0.9,"(musiikki vaimenee) Saisinko sinun autosi kilometrin määrän. Jaa, viiskytkakstuhatta. (kovenevaa musiikkia)",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,fal,1.9,"Saisinko sinun autosi kilometrin äänen? Joo, 52 000.",0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,speechmatics,0.0,,0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,openai-gpt-4o-transcribe,1.0,Saisinko sinun autosi kilometrimäärän?,0.0
4e179bb9-927a-4ce5-abd3-1bc0ca6b0f09.wav,latice,0.49,"Saisinko sinun autosi kilometrin määrän? Joo, 52 000.",0.0
,,,,
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,deepgram-nova-3,2.63,HLM-yhdeksänkymmentäkahdeksankolme,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,gladia,1.06,HLM 983.,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,google-latest_long,0.75,hlm983,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,groq-whisper-large-v3,0.32, HLM 983.,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,groq-whisper-large-v3-turbo,0.26, HLM983,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,elevenlabs,0.5,HLM 983.,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,fal,1.1,HLM 983.,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,speechmatics,0.0,,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,openai-gpt-4o-transcribe,0.75,HLM 983,0.0
4e6c1412-dbf2-454f-9b3c-dde666147081.wav,latice,0.41,HLM-983,0.0
,,,,
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,deepgram-nova-3,1.16,Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,gladia,1.22,Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa.,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,google-latest_long,0.92,"Huoltokirja on leimattu merkkiliikkeessä, eli historia on kunnossa.",0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,groq-whisper-large-v3,0.27, Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa.,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,groq-whisper-large-v3-turbo,0.39, Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa.,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,elevenlabs,0.74,Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa.,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,fal,1.16,Huoltokirja on leimattu merkkiliikkeessä eli historia on kunnossa.,0.0
4eb08382-db16-478d-8a9b-46e436d04e6d.wav,speechmatics,0.0,,0.0
